yelp_id,crime_score,business_name,rating,category
oficina-1m-new-york,323,Oficina 1M,4.5,"[Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Cafes', alias='cafes')]"
five-mile-stone-new-york,320,Five Mile Stone,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]"
le-chéile-new-york-2,149,Le Chéile,4.0,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]"
sel-rrose-new-york,311,Sel Rrose,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Seafood', alias='seafood'), Category(name='Cafes', alias='cafes')]"
winnies-jazz-bar-new-york,566,Winnie's Lobby Bar,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
the-press-lounge-new-york-3,160,The Press Lounge,4.0,"[Category(name='Lounges', alias='lounges')]"
juga-lounge-new-york,621,Juga Lounge,3.5,"[Category(name='Lounges', alias='lounges')]"
corner-social-new-york-2,299,Corner Social,3.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]"
the-garret-new-york-2,280,The Garret,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
fools-gold-nyc-new-york,407,Fools Gold NYC,4.0,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Pubs', alias='pubs'), Category(name='Cocktail Bars', alias='cocktailbars')]"
barrio-47-new-york,501,Barrio 47,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Mexican', alias='mexican')]"
hudson-hound-new-york,297,Hudson Hound,4.5,"[Category(name='Irish Pub', alias='irish_pubs')]"
park-bar-new-york,643,Park Bar,3.5,"[Category(name='Bars', alias='bars')]"
fresh-salt-new-york,110,Fresh Salt,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Italian', alias='italian')]"
doka-square-new-york,382,Doka Square,5.0,"[Category(name='Asian Fusion', alias='asianfusion'), Category(name='Bars', alias='bars')]"
marshall-stack-new-york,438,Marshall Stack,4.0,"[Category(name='Bars', alias='bars')]"
bar-basso-new-york,436,Bar Basso,4.0,"[Category(name='Italian', alias='italian'), Category(name='Bars', alias='bars')]"
swine-new-york,274,Swine,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars')]"
one-mile-house-new-york,344,One Mile House,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
rusty-knot-new-york,123,Rusty Knot,3.5,"[Category(name='Bars', alias='bars')]"
lucys-whey-new-york-2,198,Lucy's Whey,4.0,"[Category(name='Cheese Shops', alias='cheese'), Category(name='Cafes', alias='cafes'), Category(name='Wine Bars', alias='wine_bars')]"
bayards-ale-house-new-york-3,230,Bayard's Ale House,4.0,"[Category(name='Irish', alias='irish'), Category(name='Irish Pub', alias='irish_pubs')]"
vics-new-york,400,Vic's,4.0,"[Category(name='Bars', alias='bars'), Category(name='Mediterranean', alias='mediterranean'), Category(name='American (New)', alias='newamerican')]"
the-weir-new-york,222,The Weir,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]"
maysville-new-york,522,Maysville,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars')]"
seans-bar-and-kitchen-new-york,546,Sean's Bar & Kitchen,4.5,"[Category(name='Irish Pub', alias='irish_pubs'), Category(name='Beer Bar', alias='beerbar'), Category(name='American (New)', alias='newamerican')]"
ardesia-new-york,197,Ardesia,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]"
space-billiard-new-york,942,Space Billiard,4.0,"[Category(name='Pool Halls', alias='poolhalls'), Category(name='Bars', alias='bars')]"
foragers-table-new-york-3,329,Foragers Table,4.0,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars')]"
gin-fizz-new-york,331,Gin Fizz Harlem,3.5,"[Category(name='Bars', alias='bars'), Category(name='Jazz & Blues', alias='jazzandblues')]"
two-hands-restaurant-and-bar-new-york,250,Two Hands Restaurant & Bar,4.5,"[Category(name='Bars', alias='bars'), Category(name='Cafes', alias='cafes')]"
cibar-new-york,573,Cibar,4.0,"[Category(name='Lounges', alias='lounges')]"
black-crescent-new-york,418,Black Crescent,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]"
la-pulperia-ues-new-york-2,292,La Pulperia UES,4.5,"[Category(name='Latin American', alias='latin'), Category(name='Seafood', alias='seafood'), Category(name='Cocktail Bars', alias='cocktailbars')]"
solomon-and-kuff-new-york,81,Solomon and Kuff,4.0,"[Category(name='Bars', alias='bars'), Category(name='Caribbean', alias='caribbean')]"
wise-men-new-york-3,424,Wise Men,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Lounges', alias='lounges')]"
the-roof-new-york-2,324,The Roof,3.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Lounges', alias='lounges')]"
perdition-new-york-3,271,Perdition,4.0,"[Category(name='Pubs', alias='pubs')]"
r-lounge-at-two-times-square-new-york,708,R Lounge at Two Times Square,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Steakhouses', alias='steak'), Category(name='American (Traditional)', alias='tradamerican')]"
snafu-new-york,283,Snafu,3.5,"[Category(name='Dive Bars', alias='divebars')]"
sunita-bar-new-york,443,Sunita Bar,4.5,"[Category(name='Bars', alias='bars')]"
v-iv-bar-and-restaurant-new-york,355,V{IV} Bar & Restaurant,4.0,"[Category(name='Thai', alias='thai'), Category(name='Bars', alias='bars')]"
the-malt-house-fidi-new-york,338,The Malt House FiDi,4.0,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Pubs', alias='pubs')]"
the-hideaway-seaport-new-york,104,The Hideaway Seaport,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
vu-rooftop-bar-new-york,948,VU Rooftop Bar,3.5,"[Category(name='Bars', alias='bars')]"
blooms-tavern-new-york,402,Bloom's Tavern,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish')]"
12th-street-ale-house-new-york,468,12th Street Ale House,4.0,"[Category(name='Bars', alias='bars')]"
vu-46-new-york,648,Vu 46,3.5,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
inwood-local-new-york,169,Inwood Local,4.0,"[Category(name='Bars', alias='bars')]"
bier-international-new-york,222,Bier International,3.5,"[Category(name='German', alias='german'), Category(name='Bars', alias='bars')]"
vinotapa-new-york,363,VinoTapa,4.0,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Spanish', alias='spanish')]"
ola-vivabar-new-york,158,Ola vivabar,4.0,"[Category(name='Latin American', alias='latin'), Category(name='Mexican', alias='mexican'), Category(name='Wine Bars', alias='wine_bars')]"
turks-and-frogs-new-york,214,Turks & Frogs,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Turkish', alias='turkish')]"
harlem-tavern-new-york-2,227,Harlem Tavern,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
fat-buddha-new-york,268,Fat Buddha,4.0,"[Category(name='Bars', alias='bars'), Category(name='Asian Fusion', alias='asianfusion'), Category(name='Korean', alias='korean')]"
buddha-beer-bar-new-york,164,Buddha Beer Bar,3.5,"[Category(name='Beer Bar', alias='beerbar')]"
sweet-revenge-new-york,321,Sweet Revenge,4.0,"[Category(name='Desserts', alias='desserts'), Category(name='Wine Bars', alias='wine_bars'), Category(name='American (Traditional)', alias='tradamerican')]"
mr-fongs-new-york,217,Mr Fong's,3.5,"[Category(name='Bars', alias='bars')]"
genuine-liquorette-new-york,358,GENUINE Liquorette,4.0,"[Category(name='Bars', alias='bars'), Category(name='Beer, Wine & Spirits', alias='beer_and_wine')]"
spreadhouse-cafe-new-york-3,444,Spreadhouse Cafe,4.5,"[Category(name='Coffee & Tea', alias='coffee'), Category(name='Cafes', alias='cafes'), Category(name='Wine Bars', alias='wine_bars')]"
till-and-sprocket-new-york,897,Till & Sprocket,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Cafes', alias='cafes'), Category(name='Bars', alias='bars')]"
pino-wine-bar-manhattan,335,Pino Wine Bar,4.5,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (Traditional)', alias='tradamerican')]"
the-storehouse-new-york-2,535,The Storehouse,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='Burgers', alias='burgers')]"
briciola-new-york,388,Briciola,4.0,"[Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars')]"
the-archive-new-york,503,The Archive,3.5,"[Category(name='Bars', alias='bars')]"
club-macanudo-new-york,313,Club Macanudo,4.0,"[Category(name='Tobacco Shops', alias='tobaccoshops'), Category(name='Bars', alias='bars')]"
the-trailer-park-lounge-new-york,361,The Trailer Park Lounge,3.5,"[Category(name='Dive Bars', alias='divebars'), Category(name='American (New)', alias='newamerican')]"
mamasita-bar-and-grill-new-york,225,Mamasita Bar & Grill,4.5,"[Category(name='Mexican', alias='mexican'), Category(name='Bars', alias='bars')]"
the-allie-way-sports-bar-new-york-2,153,The Allie Way Sports Bar,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Burgers', alias='burgers'), Category(name='Sandwiches', alias='sandwiches')]"
row-house-new-york-6,259,Row House,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Cocktail Bars', alias='cocktailbars')]"
the-green-room-new-york-2,431,The Green Room,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Pubs', alias='pubs')]"
rue-b-new-york,218,Rue B,4.0,"[Category(name='Bars', alias='bars'), Category(name='Jazz & Blues', alias='jazzandblues')]"
the-gin-mill-new-york,230,The Gin Mill,3.5,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]"
speakeasy-dollhouse-ziegfelds-midnight-frolic-new-york,988,Speakeasy Dollhouse -  Ziegfeld's Midnight Frolic,3.5,"[Category(name='Performing Arts', alias='theater'), Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
freemans-new-york-3,366,Freemans,4.0,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]"
brandys-piano-bar-new-york,317,Brandy's Piano Bar,3.5,"[Category(name='Bars', alias='bars'), Category(name='Music Venues', alias='musicvenues')]"
zum-schneider-new-york,216,Zum Schneider,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='German', alias='german')]"
saxon-parole-new-york,392,Saxon + Parole,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars')]"
onieals-grand-street-bar-and-restaurant-new-york,403,Onieal's Grand Street Bar & Restaurant,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
cielo-at-the-mayfair-new-york-3,606,Cielo At the Mayfair,4.0,"[Category(name='Italian', alias='italian'), Category(name='Bars', alias='bars')]"
ooviña-new-york-3,506,Ooviña,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Latin American', alias='latin')]"
east-village-social-new-york,336,East Village Social,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
vbar-and-cafe-new-york-4,396,VBar&cafe,4.0,"[Category(name='Coffee & Tea', alias='coffee'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Cafes', alias='cafes')]"
iron-bar-and-lounge-new-york-3,936,Iron Bar & Lounge,3.5,"[Category(name='Lounges', alias='lounges'), Category(name='Hookah Bars', alias='hookah_bars'), Category(name='Dance Clubs', alias='danceclubs')]"
evelyn-new-york,180,Evelyn,3.5,"[Category(name='Bars', alias='bars')]"
pinks-new-york,433,Pinks,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican'), Category(name='Music Venues', alias='musicvenues')]"
bangia-new-york-2,566,Bangia,4.0,"[Category(name='Korean', alias='korean'), Category(name='Cocktail Bars', alias='cocktailbars')]"
maison-hugo-new-york,515,Maison Hugo,4.0,"[Category(name='French', alias='french'), Category(name='Bars', alias='bars'), Category(name='Cafes', alias='cafes')]"
formerly-crows-new-york,429,Formerly Crow's,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Pubs', alias='pubs'), Category(name='Pool Halls', alias='poolhalls')]"
souths-bar-new-york,274,South's Bar,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='American (New)', alias='newamerican')]"
the-east-pole-new-york,219,The East Pole,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Vegetarian', alias='vegetarian')]"
milanos-bar-new-york,528,Milano's Bar,4.0,"[Category(name='Dive Bars', alias='divebars')]"
gaf-west-new-york,385,Gaf West,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish'), Category(name='Dive Bars', alias='divebars')]"
american-whiskey-new-york,534,American Whiskey,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Sports Bars', alias='sportsbars')]"
beer-authority-new-york,816,Beer Authority,3.5,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]"
nurse-bettie-new-york,446,Nurse Bettie,4.0,"[Category(name='Bars', alias='bars')]"
clandestino-new-york,246,Clandestino,4.0,"[Category(name='Wine Bars', alias='wine_bars')]"
pegu-club-new-york,504,Pegu Club,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
casa-agave-mexican-bar-grill-new-york,396,Casa Agave NYC,4.0,"[Category(name='Bars', alias='bars'), Category(name='Mexican', alias='mexican')]"
linen-hall-new-york,545,Linen Hall,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
vanguard-wine-bar-new-york,371,Vanguard Wine Bar,4.0,"[Category(name='Wine Bars', alias='wine_bars')]"
two-e-bar-lounge-new-york,476,Two E Bar/Lounge,4.0,"[Category(name='Lounges', alias='lounges')]"
american-legion-post-398-new-york,276,American Legion Post 398,4.0,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Dive Bars', alias='divebars')]"
the-green-table-new-york-2,521,The Green Table,4.0,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]"
locl-bar-new-york-2,221,LOCL Bar,3.5,"[Category(name='Bars', alias='bars')]"
the-house-of-brews-new-york-5,545,The House of Brews,3.5,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Burgers', alias='burgers'), Category(name='American (Traditional)', alias='tradamerican')]"
ellington-in-the-park-new-york-2,164,Ellington In The Park,3.5,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Pubs', alias='pubs')]"
the-stumble-inn-new-york,217,The Stumble Inn,3.5,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Pubs', alias='pubs')]"
coopers-craft-and-kitchen-new-york,413,Cooper's Craft & Kitchen,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Gastropubs', alias='gastropubs')]"
bungas-den-new-york,427,Bunga's Den,3.5,"[Category(name='Dive Bars', alias='divebars')]"
taproom-no-307-new-york,411,Taproom No. 307,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican'), Category(name='Sports Bars', alias='sportsbars')]"
sky-terrace-at-hudson-new-york,339,Sky Terrace at Hudson,4.0,"[Category(name='Lounges', alias='lounges')]"
shade-new-york,402,Shade,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Creperies', alias='creperies')]"
spiegel-new-york-2,392,Spiegel,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
adella-new-york,458,Adella,4.0,"[Category(name='Tapas Bars', alias='tapas'), Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars')]"
ichi-cellar-new-york-2,581,Ichi Cellar,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Korean', alias='korean'), Category(name='American (New)', alias='newamerican')]"
barcade-new-york-5,532,Barcade,3.5,"[Category(name='Bars', alias='bars'), Category(name='Arcades', alias='arcades'), Category(name='Burgers', alias='burgers')]"
revival-new-york,610,Revival,3.5,"[Category(name='Bars', alias='bars')]"
the-pennsy-new-york,935,The Pennsy,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Food Court', alias='food_court')]"
mile-17-bar-and-restaurant-new-york,200,Mile 17 Bar & Restaurant,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
boqueria-new-york,456,Boqueria,4.0,"[Category(name='Spanish', alias='spanish'), Category(name='Tapas Bars', alias='tapas'), Category(name='Wine Bars', alias='wine_bars')]"
bierhaus-nyc-new-york-4,302,Bierhaus NYC,3.5,"[Category(name='German', alias='german'), Category(name='Bars', alias='bars')]"
feinsteins-54-below-new-york-3,419,Feinstein's/54 Below,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges'), Category(name='Venues & Event Spaces', alias='venues')]"
amsterdam-ale-house-new-york,235,Amsterdam Ale House,3.0,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican')]"
toast-new-york-6,175,Toast,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
kurant-new-york-2,381,Kurant,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican')]"
le-pif-new-york-6,270,Le Pif,4.0,"[Category(name='French', alias='french'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
the-district-new-york,216,The District,3.0,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]"
crocodile-lounge-new-york,384,Crocodile Lounge,3.5,"[Category(name='Lounges', alias='lounges')]"
white-oak-oyster-bar-and-cocktail-lounge-new-york,225,White Oak Oyster Bar & Cocktail Lounge,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Seafood', alias='seafood'), Category(name='American (New)', alias='newamerican')]"
paddy-reillys-music-bar-new-york,378,Paddy Reilly's Music Bar,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Music Venues', alias='musicvenues'), Category(name='Irish Pub', alias='irish_pubs')]"
corlears-new-york-2,282,Corlear's,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Beer Bar', alias='beerbar')]"
art-bar-new-york,456,Art Bar,3.5,"[Category(name='Lounges', alias='lounges')]"
cafe-katja-new-york,334,Cafe Katja,4.5,"[Category(name='Pubs', alias='pubs'), Category(name='German', alias='german'), Category(name='Austrian', alias='austrian')]"
two-bits-retro-arcade-new-york,433,Two-Bit's Retro Arcade,4.0,"[Category(name='Arcades', alias='arcades'), Category(name='Dive Bars', alias='divebars')]"
bensons-nyc-new-york,401,Benson's NYC,4.5,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Burgers', alias='burgers'), Category(name='Beer Bar', alias='beerbar')]"
birthdays-and-bottles-new-york,438,Birthdays and Bottles,4.5,"[Category(name='Party & Event Planning', alias='eventplanning'), Category(name='Bars', alias='bars')]"
carroll-place-new-york,387,Carroll Place,4.0,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars')]"
zagara-wine-bar-and-ristorante-new-york,441,Zagara Wine Bar & Ristorante,4.0,"[Category(name='Restaurants', alias='restaurants'), Category(name='Wine Bars', alias='wine_bars')]"
petite-abeille-new-york-3,527,Petite Abeille,4.0,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Belgian', alias='belgian'), Category(name='Bars', alias='bars')]"
jeremys-ale-house-new-york,96,Jeremy's Ale House,4.0,"[Category(name='Dive Bars', alias='divebars'), Category(name='Seafood', alias='seafood'), Category(name='Pubs', alias='pubs')]"
the-liberty-new-york-2,949,The Liberty,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Venues & Event Spaces', alias='venues')]"
the-bennett-new-york-4,207,The Bennett,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]"
broome-street-bar-new-york-2,289,Broome Street Bar,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
flight-151-new-york,459,Flight 151,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars'), Category(name='American (New)', alias='newamerican')]"
point-break-new-york-2,540,Point Break,3.5,"[Category(name='Dive Bars', alias='divebars'), Category(name='American (New)', alias='newamerican'), Category(name='Chicken Wings', alias='chicken_wings')]"
atera-new-york,190,Atera,4.5,"[Category(name='Lounges', alias='lounges'), Category(name='American (Traditional)', alias='tradamerican')]"
upholstery-store-food-and-wine-new-york-4,185,Upholstery Store: Food and Wine,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Seafood', alias='seafood'), Category(name='Cocktail Bars', alias='cocktailbars')]"
wilfie-and-nell-new-york,398,Wilfie & Nell,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='Lounges', alias='lounges'), Category(name='Irish', alias='irish')]"
coal-yard-bar-new-york,401,Coal Yard Bar,4.0,"[Category(name='Bars', alias='bars')]"
loopy-doopy-rooftop-bar-new-york,60,Loopy Doopy Rooftop Bar,3.5,"[Category(name='Lounges', alias='lounges')]"
black-door-new-york,506,Black Door,3.5,"[Category(name='Bars', alias='bars')]"
smalls-jazz-club-new-york,395,Smalls Jazz Club,4.5,"[Category(name='Lounges', alias='lounges'), Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Music Venues', alias='musicvenues')]"
shortys-new-york-264,228,Shorty's,4.0,"[Category(name='Cheesesteaks', alias='cheesesteaks'), Category(name='Sandwiches', alias='sandwiches'), Category(name='Sports Bars', alias='sportsbars')]"
onnow-lounge-new-york,1039,OnNow Lounge,4.5,"[Category(name='Lounges', alias='lounges')]"
balzem-new-york,381,Balzem,4.0,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Wine Bars', alias='wine_bars')]"
the-keg-room-new-york,957,The Keg Room,3.5,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]"
the-pandering-pig-new-york,75,The Pandering Pig,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='French', alias='french'), Category(name='Wine Bars', alias='wine_bars')]"
jakes-dilemma-new-york,232,Jake's Dilemma,3.5,"[Category(name='Dive Bars', alias='divebars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]"
bar-cyrk-new-york,226,Bar Cyrk,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Italian', alias='italian'), Category(name='Pizza', alias='pizza')]"
da-claudio-new-york,313,Da Claudio,4.5,"[Category(name='Italian', alias='italian'), Category(name='Cocktail Bars', alias='cocktailbars')]"
masseria-dei-vini-new-york,351,Masseria Dei Vini,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Italian', alias='italian')]"
soho-house-new-york,487,Soho House,3.5,"[Category(name='Restaurants', alias='restaurants'), Category(name='Lounges', alias='lounges')]"
ottos-shrunken-head-new-york,217,Otto's Shrunken Head,4.0,"[Category(name='Dive Bars', alias='divebars')]"
pig-n-whistle-new-york-3,439,Pig 'N' Whistle,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish')]"
bravest-new-york,173,Bravest,4.0,"[Category(name='Burgers', alias='burgers'), Category(name='Sports Bars', alias='sportsbars'), Category(name='American (Traditional)', alias='tradamerican')]"
the-grayson-new-york,412,The Grayson,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Gastropubs', alias='gastropubs')]"
paris-blues-new-york-2,348,Paris Blues,4.0,"[Category(name='Dive Bars', alias='divebars'), Category(name='Jazz & Blues', alias='jazzandblues')]"
krush-new-york-3,666,Krush,3.5,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Korean', alias='korean'), Category(name='Asian Fusion', alias='asianfusion')]"
visana-new-york-2,310,Visana,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Venues & Event Spaces', alias='venues')]"
rochelles-new-york,385,Rochelles,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican'), Category(name='Gastropubs', alias='gastropubs')]"
service-station-new-york,90,Service Station,4.0,"[Category(name='Bars', alias='bars'), Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian')]"
nancy-whiskey-pub-new-york,225,Nancy Whiskey Pub,3.5,"[Category(name='Dive Bars', alias='divebars')]"
casellula-new-york,328,Casellula,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican')]"
lazy-point-new-york,90,Lazy Point,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
pier-a-harbor-house-new-york-2,39,Pier A Harbor House,3.0,"[Category(name='Bars', alias='bars'), Category(name='Seafood', alias='seafood'), Category(name='Venues & Event Spaces', alias='venues')]"
vin-sur-vingt-new-york,406,Vin Sur Vingt,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='French', alias='french')]"
1020-bar-new-york,196,1020 Bar,3.5,"[Category(name='Dive Bars', alias='divebars')]"
trionas-new-york-2,399,Triona's,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Irish Pub', alias='irish_pubs')]"
mezzrow-new-york,413,Mezzrow,4.0,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Lounges', alias='lounges'), Category(name='Music Venues', alias='musicvenues')]"
il-vino-wine-bar-new-york,263,il Vino Wine Bar,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Italian', alias='italian'), Category(name='Pizza', alias='pizza')]"
club-bonafide-new-york,293,Club Bonafide,4.0,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Musicians', alias='musicians'), Category(name='Cocktail Bars', alias='cocktailbars')]"
nialls-new-york,285,Niall's,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican')]"
the-kiosk-new-york,337,The Kiosk,4.0,"[Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Hookah Bars', alias='hookah_bars')]"
angel-of-harlem-new-york,361,Angel of Harlem,3.5,"[Category(name='Caribbean', alias='caribbean'), Category(name='Bars', alias='bars'), Category(name='Latin American', alias='latin')]"
the-back-room-new-york,449,The Back Room,3.5,"[Category(name='Lounges', alias='lounges')]"
tracks-raw-bar-and-grill-new-york-2,952,Tracks Raw Bar & Grill,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Live/Raw Food', alias='raw_food'), Category(name='American (Traditional)', alias='tradamerican')]"
